id,term,level,l1_name,active,sort_order,parent_id,canonical_term_id,created_at,updated_at
7ec50abb-eac4-463c-80eb-1d2f8c628bd4,大健康,alias,医药与健康,t,0,,8647abac-20c5-41b0-8b24-4f12657b9fd9,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
95aa4384-579b-4645-b6dd-aac832b85eaf,企业服务,alias,商务与专业服务,t,0,,e02a6e07-abb9-4e14-b550-eccefd7b23af,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
bcee0d81-21ca-4c43-a6e0-02bbb1e200af,商业流通,alias,商贸与消费,t,0,,8e463190-5368-4068-bb97-6bba70f3cb4f,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
eddd5c6c-8599-498f-88f9-ae5f3ea7bc10,快速消费品,alias,商贸与消费,t,0,,8e463190-5368-4068-bb97-6bba70f3cb4f,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
300a6fd0-394b-44ed-ba1f-88d0ce6da84a,消费品,alias,商贸与消费,t,0,,8e463190-5368-4068-bb97-6bba70f3cb4f,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
464f6b46-6c4d-4670-9fbe-0d496f411843,食品制造业,alias,商贸与消费,t,0,,8e463190-5368-4068-bb97-6bba70f3cb4f,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
6c3de6c3-72bc-4b4e-843a-3be96f607f6d,工程建设,alias,房地产与建筑,t,0,,3a41e089-9a97-4bab-9916-c9cfd2d73c80,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
bd407e27-71f6-44ae-8941-8004554feff2,建筑,alias,房地产与建筑,t,0,,3a41e089-9a97-4bab-9916-c9cfd2d73c80,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
939349f6-3614-4f7a-a7ba-9cf0c3260abb,教育,alias,教育与科研,t,0,,2176b781-5701-420d-abe8-d9f3a4bb720b,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
9766756c-d438-4845-a425-a76bd1a3e7b1,传媒,alias,文化与传媒,t,0,,040e7a76-b8b2-4efe-8848-40eec02426c2,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
74f4fd12-afa8-48b6-bc6c-9bde3d3f94ff,文化传媒,alias,文化与传媒,t,0,,040e7a76-b8b2-4efe-8848-40eec02426c2,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
efad9e12-1ec3-47be-81ee-a136017cb45a,文旅消费,alias,文化与传媒,t,0,,040e7a76-b8b2-4efe-8848-40eec02426c2,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
ac728467-935d-4605-a7c3-c220a2eafc9c,公用事业,alias,环保与公用事业,t,0,,33fa6943-530a-46d1-b51b-50b5df564b90,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
7991c468-a1d4-4ef8-b894-30a7ab9bfbee,环保,alias,环保与公用事业,t,0,,33fa6943-530a-46d1-b51b-50b5df564b90,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
8c82472b-7e08-4303-b586-155c3b474f31,节能环保,alias,环保与公用事业,t,0,,33fa6943-530a-46d1-b51b-50b5df564b90,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
03b77822-8d52-4546-a192-7f8721a0d3ba,金融服务,alias,金融,t,0,,cb0af43c-6273-4454-baa5-5a9a83a00df7,2026-07-31 18:16:15.541628+08,2026-07-31 18:16:15.541628+08
e2cb008b-266d-4404-913f-542673838a69,交通与物流,l1,交通与物流,t,5,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,信息技术与通信,l1,信息技术与通信,t,3,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
7e6863b1-7764-4d1d-b471-8ef2888b80e6,其他,l1,其他,t,15,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
75c8a36f-8bdd-4a40-8a5d-5223ab099934,军工,l1,军工,t,13,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
425e9594-9f0c-4b1e-97f8-32e0bdec4c09,农林牧渔,l1,农林牧渔,t,12,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,制造与工业,l1,制造与工业,t,7,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
8647abac-20c5-41b0-8b24-4f12657b9fd9,医药与健康,l1,医药与健康,t,9,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
e02a6e07-abb9-4e14-b550-eccefd7b23af,商务与专业服务,l1,商务与专业服务,t,14,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
8e463190-5368-4068-bb97-6bba70f3cb4f,商贸与消费,l1,商贸与消费,t,8,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
3a41e089-9a97-4bab-9916-c9cfd2d73c80,房地产与建筑,l1,房地产与建筑,t,4,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
2176b781-5701-420d-abe8-d9f3a4bb720b,教育与科研,l1,教育与科研,t,10,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
040e7a76-b8b2-4efe-8848-40eec02426c2,文化与传媒,l1,文化与传媒,t,6,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
33fa6943-530a-46d1-b51b-50b5df564b90,环保与公用事业,l1,环保与公用事业,t,11,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
564b82a3-346d-49cb-b578-682b9a9bd702,能源,l1,能源,t,1,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
cb0af43c-6273-4454-baa5-5a9a83a00df7,金融,l1,金融,t,2,,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
6c7b0334-f3e7-4859-bd75-6759764ced52,交通基础设施,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
c39aeaef-f9b7-4e9a-b032-c8f8aae52942,仓储,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
505fb3b4-f99d-438c-8ef5-832883db84ab,公路,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
4c6c0d26-8ff3-4542-98f4-0bb14d982138,出行服务,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
b321bb14-32d2-4310-8144-0b3f16cda573,机场,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
2d71e9db-362e-4f46-93b3-bb830739aa42,水运,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
5293cf4f-92b7-4688-8263-8a42a59a1979,港口,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
52aec859-b893-450b-a027-e67a924444a9,物流仓储,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
a1b590b5-9b92-43b6-b37d-13c71d139e91,物流运输,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
9cc3877c-1e6f-4a87-b419-29a1443fe576,航空运输,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
460a10c5-dd9c-4d0c-8469-d760a881b6e6,轨道交通,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
3595c081-5167-418e-a3ea-bdde265c0902,铁路,l2,交通与物流,t,0,e2cb008b-266d-4404-913f-542673838a69,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
936dfb07-644e-4218-9760-af59f0ab7853,PCB,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
f1d8ed19-3cca-4c06-bc84-de43ab0ffb89,云计算,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
5cf89929-5bcd-456c-942a-3b0b9773659b,互联网,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
f7f5d071-f755-485e-88e3-ab125378f00c,互联网服务,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
6066d93c-efb4-4c10-a77c-ceccc9875d57,人工智能,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
d510d573-0ad8-41f6-bbc3-cb07f1a254bd,光电子,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
cba7700d-2814-4bb7-917a-195acc5db5f2,光通信,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
e4f623a0-ab1a-4bbf-999c-a19e00905541,北斗,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
b4a553b7-6754-4dab-8ed8-d849482a580a,北斗与卫星应用,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
76057842-7785-4718-a0b4-dad0ccb91b35,半导体,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
c72e86b1-1f0f-42d0-9762-f54cb2872e20,半导体与集成电路,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
08e611a7-9ef4-4bc0-840f-eccb69cee963,卫星应用,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
06214113-ce6a-4439-b234-88a942185cef,大数据,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
8aa5738f-a4dd-40b2-92a1-c25479527b77,工业互联网,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
46be7850-4bf1-43be-bbcc-9c8a1c10773d,智慧城市,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
16c13bb8-5e54-40b0-957d-4b712ae23bd5,电子,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
262840f6-4b4d-4c61-855a-feb2ec2623e8,电子元件,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
a73002b0-1c7f-4ed6-81b4-08eef17dccb0,算力与数据中心,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
801743a4-34b0-42e2-90ad-02c73e86da98,网络安全,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
cf3cfec7-4ac8-432b-8406-9f914aee0f57,芯片,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
4bceb826-52cc-4b1b-a324-03d24a08c3ee,软件,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
e9f8db06-2b6d-42da-921f-e00eac241894,软件与信息化服务,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
af4b9a0c-e732-4476-aa6c-8634eb8786f5,运营商,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
9642c794-b425-423c-8ed7-ce0ccbc97244,通信,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
4e6aa2f5-d6ee-4890-bc1e-7ab9014e0c1e,通信设备,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
55013477-a6f2-47bb-a336-731e20bf4619,集成电路,l2,信息技术与通信,t,0,bfc7c68e-78a5-4de2-8c4b-bbf0fa0d4f9a,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
fdce8dd1-7bc0-457e-8293-4ba6c49e61a6,农业,l2,农林牧渔,t,0,425e9594-9f0c-4b1e-97f8-32e0bdec4c09,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
feb3bd54-1dca-43a1-bd10-43a0457c9c83,农垦,l2,农林牧渔,t,0,425e9594-9f0c-4b1e-97f8-32e0bdec4c09,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
36993e56-a3a2-4646-8c47-a7de9001ee49,渔业,l2,农林牧渔,t,0,425e9594-9f0c-4b1e-97f8-32e0bdec4c09,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
1e11cc81-b0a0-4685-b34a-1204c1977ed5,畜牧业,l2,农林牧渔,t,0,425e9594-9f0c-4b1e-97f8-32e0bdec4c09,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
b26863da-1409-4264-a859-f1879c997e76,低空经济,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
0ed01f3a-981f-4a56-a9d2-f22af7206fdc,化工,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
45ac2e12-4b1d-4bae-8d67-5f29ee836be0,家电电器,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
7156f0a9-0fa6-4849-b7e8-76f5992a5314,整车制造,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
1adf43ef-611f-495b-b288-297dbf4c66e1,新材料,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
cd6e5e91-2c51-468c-9627-63dc6d6d8c3d,无人机,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
1a93c2f7-3ddb-43df-a7df-a65c6647b397,有色金属,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
c7996e7a-2566-46ba-a21b-53b01c920055,有色金属压铸,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
b6653d40-1d54-4b4c-8dfd-5eacc924d44d,有色金属及矿业,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
ec21bb4b-0128-43e4-b161-b5dbc8e73a3b,机器人,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
1b26ceeb-b67a-4ed8-a03e-19299eee8f2d,检测服务,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
8357b3cc-fe11-479d-9c6d-f3c84393d4a9,橡胶塑料,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
acc97a51-db77-4812-a1bb-708fdb550410,汽车,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
1540ddc8-9bbe-408c-8164-2576080f6ade,汽车销售与服务,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
b17aaa8e-1fd9-4ada-8cc5-3d2a999fc04c,汽车零部件,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
b4fdf40d-492a-42bf-a547-b282df405c19,测量测绘,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
3a02c2bb-3e64-4cd2-944a-c7429afc4583,海洋装备,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
e7e860a4-c529-4403-85be-f4121504e400,电线电缆,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
9392d193-1f27-4634-a10d-458a996f9a51,矿业,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
8047af49-8943-4b78-a001-28671847a89e,精细化工,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
c648d5ad-6c2f-424f-b16b-39a1360a131b,纺织,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
da2a3ab2-0928-49b1-8921-0270fa8ff86b,纺织业,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
d3a2fc73-f3cd-423e-8489-2742ed74e829,航空航天,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
bf460e7d-e9f0-4d46-b993-e01d3e9ebfa9,装备制造,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
25498cce-bd42-4352-9995-801795996dd9,采掘与矿业,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
1b1f7377-41f0-410d-8a98-d21abb166454,采矿业,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
5719fd0a-da38-4909-95ab-dcd44a46d83e,钢铁,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
732a8db7-ac50-426a-912d-b6245aa0da61,高端装备,l2,制造与工业,t,0,45932d9b-0c5b-4eaf-abd6-f4f87f4c882f,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
b21a0a09-daa1-4764-a043-d688b287a9a9,制药,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
85300048-b228-4e5d-9025-c4821b246a54,医疗器械,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
ad888dad-0b0e-4789-9e1f-484252a39abd,医疗康养服务,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
86c7b65b-7a20-4bdc-acd9-cbf8898ec733,医疗研发外包,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
70a0900d-7bce-4396-b73e-1260d0caafc6,医美,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
e82e7466-acb0-4009-9ba3-41e9e9697df2,医药商业,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
184b59bf-02ef-40eb-ad84-2023c8028c5e,医药流通,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
1a407a27-5e73-4cd3-93bd-e5e6760bf8fb,医院,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
54c98e5c-fc58-4add-a890-96daa8614e5a,康养,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
ff2f5b58-b04c-4ca9-973b-d07f2142a0a9,生物制药,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
1cc705cb-ecd8-464a-9ee4-d9655d899e5d,生物医药,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
965d3b7f-9582-4e82-b502-f3bc4d5d9832,生物技术,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
63af2031-9866-43fa-a220-6030c1ddbeb1,药品生产,l2,医药与健康,t,0,8647abac-20c5-41b0-8b24-4f12657b9fd9,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
3b63759c-de6f-465e-9879-8e6b68012120,咨询,l2,商务与专业服务,t,0,e02a6e07-abb9-4e14-b550-eccefd7b23af,,2026-07-13 10:34:40.024167+08,2026-07-21 15:34:30.493343+08
1db3ccb7-5a1f-45e8-b48a-98ac731bf2fe,咨询服务,l2,商务与专业服务,t,0,e02a6e07-abb9-4e14-b550-eccefd7b23af,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
64cd37ca-d732-4dac-9c46-e004dde485f7,商务服务,l2,商务与专业服务,t,0,e02a6e07-abb9-4e14-b550-eccefd7b23af,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
6fbb5469-9fa8-4211-a774-c3d733d677ed,资产管理,l2,商务与专业服务,t,0,e02a6e07-abb9-4e14-b550-eccefd7b23af,,2026-07-13 10:34:40.024167+08,2026-07-13 10:34:40.024167+08
